"","cohort_id","concept_id","concept_name","concept_code","domain_id","vocabulary_id"
"76",20501,43021816,"Mixed dementia","79341000119107","Condition","SNOMED"
"77",20501,762704,"Moderate dementia","430771000124100","Condition","SNOMED"
"78",20501,37395562,"Multi-infarct dementia due to atherosclerosis","106021000119105","Condition","SNOMED"
"79",20501,444091,"Multi-infarct dementia with delirium","10349009","Condition","SNOMED"
"80",20501,443790,"Multi-infarct dementia with delusions","25772007","Condition","SNOMED"
"81",20501,443864,"Multi-infarct dementia with depression","14070001","Condition","SNOMED"
"82",20501,377254,"Multi-infarct dementia, uncomplicated","70936005","Condition","SNOMED"
"83",20501,42536358,"On anti-dementia drug therapy","735141001","Observation","SNOMED"
"84",20501,4224860,"Organic dementia with AIDS (acquired immunodeficiency syndrome)","420614009","Condition","SNOMED"
"85",20501,36674472,"PRKAR1B-related neurodegenerative dementia with intermediate filaments","774069007","Condition","SNOMED"
"86",20501,37396063,"Parkinsonism with dementia of Guadeloupe","715737004","Condition","SNOMED"
"87",20501,4047748,"Patchy dementia","230289009","Condition","SNOMED"
"88",20501,37166441,"Post-dialysis dementia","1259584009","Condition","SNOMED"
"89",20501,44784521,"Post-traumatic dementia with behavioral change","698687007","Condition","SNOMED"
"90",20501,35610099,"Predominantly cortical vascular dementia","1089531000000108","Condition","SNOMED"
"91",20501,37017247,"Presenile dementia co-occurrent with human immunodeficiency virus infection","713488003","Condition","SNOMED"
"92",20501,4224240,"Presenile dementia with AIDS (acquired immunodeficiency syndrome)","421023003","Condition","SNOMED"
"93",20501,44782771,"Presenile dementia with delusions","31081000119101","Condition","SNOMED"
"94",20501,35610096,"Presenile dementia with psychosis","1089501000000102","Condition","SNOMED"
"95",20501,43020444,"Primary degenerative dementia","22381000119105","Condition","SNOMED"
"96",20501,44782941,"Primary degenerative dementia of the Alzheimer type, presenile onset in remission","698955006","Condition","SNOMED"
"97",20501,4277444,"Primary degenerative dementia of the Alzheimer type, presenile onset, uncomplicated","6475002","Condition","SNOMED"
"98",20501,4277746,"Primary degenerative dementia of the Alzheimer type, presenile onset, with delirium","65096006","Condition","SNOMED"
"99",20501,4182539,"Primary degenerative dementia of the Alzheimer type, presenile onset, with delusions","54502004","Condition","SNOMED"
"100",20501,4019705,"Primary degenerative dementia of the Alzheimer type, presenile onset, with depression","10532003","Condition","SNOMED"
"101",20501,44782940,"Primary degenerative dementia of the Alzheimer type, senile onset in remission","698954005","Condition","SNOMED"
"102",20501,4278830,"Primary degenerative dementia of the Alzheimer type, senile onset, uncomplicated","66108005","Condition","SNOMED"
"103",20501,762578,"Primary degenerative dementia of the Alzheimer type, senile onset, with behavioral disturbance","429161000124103","Condition","SNOMED"
"104",20501,4167839,"Primary degenerative dementia of the Alzheimer type, senile onset, with delirium","4817008","Condition","SNOMED"
"105",20501,4204688,"Primary degenerative dementia of the Alzheimer type, senile onset, with delusions","55009008","Condition","SNOMED"
"106",20501,4097384,"Primary degenerative dementia of the Alzheimer type, senile onset, with depression","26852004","Condition","SNOMED"
"107",20501,4187091,"Pseudodementia","46849003","Observation","SNOMED"
"108",20501,4009647,"Psychoactive substance-induced organic dementia","111480006","Condition","SNOMED"
"109",20501,37311890,"Psychological symptom due to dementia","789011007","Observation","SNOMED"
"110",20501,37109635,"Rapidly progressive dementia","723390000","Condition","SNOMED"
"111",20501,4245766,"Sedative, hypnotic AND/OR anxiolytic-induced persisting dementia","59651006","Condition","SNOMED"
"112",20501,4046091,"Semantic dementia","230288001","Condition","SNOMED"
"113",20501,4196433,"Senile dementia of the Lewy body type","312991009","Condition","SNOMED"
"114",20501,380986,"Senile dementia with delusion","371024007","Condition","SNOMED"
"115",20501,4159643,"Senile dementia with psychosis","371026009","Condition","SNOMED"
"116",20501,765653,"Severe dementia","428351000124105","Condition","SNOMED"
"117",20501,42538857,"Subcortical dementia","762707000","Condition","SNOMED"
"118",20501,44782934,"Vascular dementia in remission","698948009","Condition","SNOMED"
"119",20501,37018688,"Vascular dementia with behavioral disturbance","288631000119104","Condition","SNOMED"
"120",20501,37109056,"Vascular dementia without behavioral disturbance","16276361000119109","Condition","SNOMED"
"121",20501,37312577,"Wandering due to dementia","789062005","Condition","SNOMED"
"122",20501,373995,"Delirium","2776000","Condition","SNOMED"
"123",20501,439795,"Minimal cognitive impairment","110352000","Condition","SNOMED"
"124",20501,374009,"Organic mental disorder","111479008","Condition","SNOMED"
"125",20501,1568087,"Vascular dementia","F01","Condition","ICD10CM"
"126",20501,1568293,"Alzheimer's disease","G30","Condition","ICD10CM"
"127",20501,2790620,"Physical Rehabilitation and Diagnostic Audiology, Rehabilitation, Speech Assessment","F00","Procedure","ICD10PCS"
"128",20501,2791677,"Physical Rehabilitation and Diagnostic Audiology, Rehabilitation, Motor and/or Nerve Function Assessment","F01","Procedure","ICD10PCS"
"129",20501,35207114,"Unspecified dementia","F03","Condition","ICD10CM"
"130",20501,35610098,"Predominantly cortical dementia","1089521000000106","Condition","SNOMED"
"131",20501,37111242,"Delirium co-occurrent with dementia","725898002","Condition","SNOMED"
"132",20501,374326,"Arteriosclerotic dementia with depression","191466007","Condition","SNOMED"
"133",20501,374888,"Dementia associated with another disease","191519005","Condition","SNOMED"
"134",20501,375791,"Uncomplicated senile dementia","191449005","Condition","SNOMED"
"135",20501,376085,"Uncomplicated presenile dementia","191451009","Condition","SNOMED"
"136",20501,376094,"Arteriosclerotic dementia with delirium","191464005","Condition","SNOMED"
"137",20501,376946,"Senile dementia with delirium","191461002","Condition","SNOMED"
"138",20501,377527,"Presenile dementia with depression","191455000","Condition","SNOMED"
"139",20501,378125,"Presenile dementia","12348006","Condition","SNOMED"
"140",20501,378419,"Alzheimer's disease","26929004","Condition","SNOMED"
"141",20501,379778,"Multi-infarct dementia","56267009","Condition","SNOMED"
"142",20501,379784,"Senile dementia with depression","191459006","Condition","SNOMED"
"143",20501,381832,"Presenile dementia with delirium","191452002","Condition","SNOMED"
"144",20501,4024618,"Care provision regime","225351009","Observation","SNOMED"
"145",20501,4044415,"Language disorder of dementia","229672009","Condition","SNOMED"
"146",20501,4046089,"Vascular dementia of acute onset","230285003","Condition","SNOMED"
"147",20501,4046090,"Mixed cortical and subcortical vascular dementia","230287006","Condition","SNOMED"
"148",20501,4047747,"Subcortical vascular dementia","230286002","Condition","SNOMED"
"149",20501,4048875,"Senile dementia","15662003","Condition","SNOMED"
"150",20501,4092747,"Cerebral degeneration presenting primarily with dementia","279982005","Condition","SNOMED"
"151",20501,4098163,"Presenile dementia with paranoia","191454001","Condition","SNOMED"
"152",20501,4100250,"Senile dementia with paranoia","191458003","Condition","SNOMED"
"153",20501,4100252,"Arteriosclerotic dementia with paranoia","191465006","Condition","SNOMED"
"154",20501,4101137,"Senile dementia with depressive or paranoid features","191457008","Condition","SNOMED"
"155",20501,4147956,"Rheumatology disorder monitoring","268524007","Observation","SNOMED"
"156",20501,4152048,"Senile and presenile organic psychotic conditions","268612007","Condition","SNOMED"
"157",20501,4182210,"Dementia","52448006","Condition","SNOMED"
"158",20501,4202168,"Patient call procedure","308397003","Observation","SNOMED"
"159",20501,4205407,"Monitoring status","308537004","Observation","SNOMED"
"160",20501,4218017,"Primary degenerative dementia of the Alzheimer type, presenile onset","416780008","Condition","SNOMED"
"161",20501,4220313,"Primary degenerative dementia of the Alzheimer type, senile onset","416975007","Condition","SNOMED"
"162",20501,4296253,"Dementia management","386257007","Procedure","SNOMED"
"163",20501,4333667,"Presbyophrenic psychosis","231438001","Condition","SNOMED"
"164",20501,439276,"Uncomplicated arteriosclerotic dementia","191463004","Condition","SNOMED"
"165",20501,443605,"Vascular dementia","429998004","Condition","SNOMED"
"166",20501,44790944,"Dementia monitoring","248711000000102","Observation","SNOMED"
"167",20501,44791022,"Dementia annual review","249181000000100","Observation","SNOMED"
"168",20501,44803643,"Dementia monitoring first letter","715821000000107","Observation","SNOMED"
"169",20501,44803648,"Exception reporting - dementia quality indicators","715881000000108","Observation","SNOMED"
"170",20501,44803697,"Excepted from dementia quality indicators - informed dissent","716131000000105","Observation","SNOMED"
"171",20501,44803706,"Dementia monitoring verbal invitation","716221000000104","Observation","SNOMED"
"172",20501,44803717,"Excepted from dementia quality indicators - patient unsuitable","716341000000104","Observation","SNOMED"
"173",20501,44803781,"Dementia monitoring third letter","716671000000102","Observation","SNOMED"
"174",20501,44803843,"Dementia monitoring telephone invitation","716991000000108","Observation","SNOMED"
"175",20501,44803915,"Dementia monitoring second letter","717471000000101","Observation","SNOMED"
"176",20501,45419789,"Offering of CAMHS (Child and Adolescent Mental Health Service) choice appointment","9HD..00","Observation","Read"
"177",20501,45420209,"[X]Arteriosclerotic dementia","Eu01.11","Condition","Read"
"178",20501,45420210,"[X]Multi-infarct dementia","Eu01100","Condition","Read"
"179",20501,45420211,"[X]Subcortical vascular dementia","Eu01200","Condition","Read"
"180",20501,45420212,"[X] Senile dementia, depressed or paranoid type","Eu02z16","Condition","Read"
"181",20501,45421573,"Language disorder of dementia","ZS7C500","Condition","Read"
"182",20501,45423074,"Clinic C monitoring 1st letter","9OU4.00","Observation","Read"
"183",20501,45423111,"Exception reporting: dementia quality indicators","9hD..00","Observation","Read"
"184",20501,45423394,"[X]Alzheimer's dementia unspec","Eu00z11","Condition","Read"
"185",20501,45426321,"Dementia monitoring second letter","9Ou2.00","Observation","Read"
"186",20501,45426348,"Excepted from dementia quality indicators: Informed dissent","9hD1.00","Observation","Read"
"187",20501,45426621,"Presenile dementia NOS","E001z00","Condition","Read"
"188",20501,45426622,"Senile dementia with depression","E002100","Condition","Read"
"189",20501,45426651,"[X]Other vascular dementia","Eu01y00","Condition","Read"
"190",20501,45426652,"[X] Primary degenerative dementia NOS","Eu02z13","Condition","Read"
"191",20501,45429973,"Arteriosclerotic dementia","E004.00","Condition","Read"
"192",20501,45433283,"[X] Unspecified dementia","Eu02z00","Condition","Read"
"193",20501,45436590,"Uncomplicated presenile dementia","E001000","Condition","Read"
"194",20501,45436591,"Senile dementia with paranoia","E002000","Condition","Read"
"195",20501,45439881,"Senile dementia with depressive or paranoid features","E002.00","Condition","Read"
"196",20501,45439882,"Senile dementia with depressive or paranoid features NOS","E002z00","Condition","Read"
"197",20501,45439888,"Dementia in conditions EC","E041.00","Condition","Read"
"198",20501,45442842,"Attends clinic C monitoring","9OU1.00","Observation","Read"
"199",20501,45443161,"Senile dementia with delirium","E003.00","Condition","Read"
"200",20501,45446548,"[X] Primary degenerative dementia of Alzheimer's type, presenile onset","Eu00012","Condition","Read"
"201",20501,45446549,"[X]Vascular dementia","Eu01.00","Condition","Read"
"202",20501,45449489,"Clinic C monitoring default","9OU3.00","Observation","Read"
"203",20501,45449842,"Presenile dementia with depression","E001300","Condition","Read"
"204",20501,45449868,"[X]Vascular dementia of acute onset","Eu01000","Condition","Read"
"205",20501,45452875,"Dementia monitoring third letter","9Ou3.00","Observation","Read"
"206",20501,45453170,"Presbyophrenic psychosis","E00y.11","Condition","Read"
"207",20501,45453196,"[X]Alzheimer's disease type 2","Eu00013","Condition","Read"
"208",20501,45456541,"Senile dementia","E00..11","Condition","Read"
"209",20501,45456542,"Arteriosclerotic dementia with delirium","E004100","Condition","Read"
"210",20501,45456543,"Senile or presenile psychoses NOS","E00z.00","Condition","Read"
"211",20501,45456576,"[X]Dementia in Alzheimer's disease, unspecified","Eu00z00","Condition","Read"
"212",20501,45456716,"[X]Other Alzheimer's disease","Fyu3000","Condition","Read"
"213",20501,45459880,"Arteriosclerotic dementia with depression","E004300","Condition","Read"
"214",20501,45459908,"[X] Presenile dementia NOS","Eu02z11","Condition","Read"
"215",20501,45459909,"[X] Senile dementia NOS","Eu02z14","Condition","Read"
"216",20501,45462173,"Dementia monitoring","66h..00","Observation","Read"
"217",20501,45463318,"Other senile and presenile organic psychoses","E00y.00","Condition","Read"
"218",20501,45463345,"[X] Presenile psychosis NOS","Eu02z12","Condition","Read"
"219",20501,45466660,"Senile and presenile organic psychotic conditions","E00..00","Condition","Read"
"220",20501,45466661,"Arteriosclerotic dementia NOS","E004z00","Condition","Read"
"221",20501,45466697,"[X]Predominantly cortical dementia","Eu01111","Condition","Read"
"222",20501,45470140,"[X]Dementia in Alzheimer's disease with early onset","Eu00000","Condition","Read"
"223",20501,45476445,"Dementia monitoring first letter","9Ou1.00","Observation","Read"
"224",20501,45476784,"Senile/presenile dementia","E00..12","Condition","Read"
"225",20501,45483404,"[X]Primary degenerative dementia of Alzheimer's type, senile onset","Eu00113","Condition","Read"
"226",20501,45486416,"Dementia monitoring administration","9Ou..00","Type Concept","Read"
"227",20501,45486739,"Multi infarct dementia","E004.11","Condition","Read"
"228",20501,45488940,"Rheumatol. disorder monitoring","66H..00","Observation","Read"
"229",20501,45488976,"Dementia annual review","6AB..00","Observation","Read"
"230",20501,45490023,"Presenile dementia with delirium","E001100","Condition","Read"
"231",20501,45490024,"Presenile dementia with paranoia","E001200","Condition","Read"
"232",20501,45490025,"Arteriosclerotic dementia with paranoia","E004200","Condition","Read"
"233",20501,45490059,"[X]Dementia in Alzheimer's disease with late onset","Eu00100","Condition","Read"
"234",20501,45490060,"[X]Senile dementia,Alzheimer's type","Eu00112","Condition","Read"
"235",20501,45490061,"[X]Dementia in Alzheimer's dis, atypical or mixed type","Eu00200","Condition","Read"
"236",20501,45490062,"[X]Vascular dementia, unspecified","Eu01z00","Condition","Read"
"237",20501,45492974,"Refuses clinic C monitoring","9OU2.00","Observation","Read"
"238",20501,45493304,"Presenile dementia","E001.00","Condition","Read"
"239",20501,45493305,"Uncomplicated arteriosclerotic dementia","E004000","Condition","Read"
"240",20501,45496109,"Dementia care plan","8CMZ.00","Procedure","Read"
"241",20501,45496654,"Alzheimer's disease with late onset","F110100","Condition","Read"
"242",20501,45502951,"Dementia monitoring verbal invite","9Ou4.00","Observation","Read"
"243",20501,45503272,"[X]Dementia in Alzheimer's disease","Eu00.00","Condition","Read"
"244",20501,45503273,"[X]Mixed cortical and subcortical vascular dementia","Eu01300","Condition","Read"
"245",20501,45506191,"Clinic ""C"" monitoring admin.","9OU..00","Type Concept","Read"
"246",20501,45509906,"[X]Alzheimer's disease type 1","Eu00111","Condition","Read"
"247",20501,45509950,"Alzheimer's disease","F110.00","Condition","Read"
"248",20501,45511593,"H/O: dementia","1461.00","Observation","Read"
"249",20501,45513334,"Alzheimer's disease with early onset","F110000","Condition","Read"
"250",20501,45516352,"Clinic C monitoring 2nd letter","9OU5.00","Observation","Read"
"251",20501,45516699,"[X]Presenile dementia,Alzheimer's type","Eu00011","Condition","Read"
"252",20501,45516700,"[X]Delirium superimposed on dementia","Eu04100","Condition","Read"
"253",20501,45519593,"Dementia monitoring telephone invite","9Ou5.00","Observation","Read"
"254",20501,45519613,"Excepted from dementia quality indicators: Patient unsuitable","9hD0.00","Observation","Read"
"255",20501,45519941,"[X] Senile psychosis NOS","Eu02z15","Condition","Read"
"256",20501,45523210,"Uncomplicated senile dementia","E000.00","Condition","Read"
"257",20501,45533052,"Dementia in Alzheimer disease","F00","Condition","ICD10"
"258",20501,45538101,"Alzheimer disease","G30","Condition","ICD10"
"259",20501,45765762,"Offering of child and adolescent mental health service choice appointment","702778004","Observation","SNOMED"
"260",20501,37312036,"Aggression due to dementia","788861009","Observation","SNOMED"
"261",20501,37312035,"Agitation due to dementia","788862002","Observation","SNOMED"
"262",20501,44784620,"Altered behavior in Huntington's dementia","82361000119107","Condition","SNOMED"
"263",20501,4041685,"Amyotrophic lateral sclerosis with dementia","230258005","Condition","SNOMED"
"264",20501,3654598,"Amyotrophic lateral sclerosis, parkinsonism, dementia complex","838276009","Condition","SNOMED"
"265",20501,37312031,"Anxiety due to dementia","788866004","Condition","SNOMED"
"266",20501,37312030,"Apathetic behavior due to dementia","788867008","Observation","SNOMED"
"267",20501,43021483,"Assessment of dementia","473203000","Procedure","SNOMED"
"268",20501,35608576,"Behavioral and psychological symptoms of dementia","10171000132106","Observation","SNOMED"
"269",20501,37117145,"Behavioral disturbance co-occurrent and due to late onset Alzheimer dementia","16219201000119101","Condition","SNOMED"
"270",20501,37155661,"Behavioral disturbance due to multi-infarct dementia","293671000119109","Condition","SNOMED"
"271",20501,37399020,"Behavioral variant of frontotemporal dementia","716994006","Condition","SNOMED"
"272",20501,45442842,"Attends clinic C monitoring","9OU1.00","Observation","Read"
"273",20501,4024618,"Care provision regime","225351009","Observation","SNOMED"
"274",20501,45506191,"Clinic ""C"" monitoring admin.","9OU..00","Type Concept","Read"
"275",20501,45423074,"Clinic C monitoring 1st letter","9OU4.00","Observation","Read"
"276",20501,45516352,"Clinic C monitoring 2nd letter","9OU5.00","Observation","Read"
"277",20501,45449489,"Clinic C monitoring default","9OU3.00","Observation","Read"
"278",20501,45419789,"Offering of CAMHS (Child and Adolescent Mental Health Service) choice appointment","9HD..00","Observation","Read"
"279",20501,45765762,"Offering of child and adolescent mental health service choice appointment","702778004","Observation","SNOMED"
"280",20501,4202168,"Patient call procedure","308397003","Observation","SNOMED"
"281",20501,2791677,"Physical Rehabilitation and Diagnostic Audiology, Rehabilitation, Motor and/or Nerve Function Assessment","F01","Procedure","ICD10PCS"
"282",20501,2790620,"Physical Rehabilitation and Diagnostic Audiology, Rehabilitation, Speech Assessment","F00","Procedure","ICD10PCS"
"283",20501,45492974,"Refuses clinic C monitoring","9OU2.00","Observation","Read"
"284",20501,45488940,"Rheumatol. disorder monitoring","66H..00","Observation","Read"
"285",20501,4147956,"Rheumatology disorder monitoring","268524007","Observation","SNOMED"
"286",20501,36879015,"Ataluren","OMOP994736","Drug","RxNorm Extension"
"287",20501,781039,"alprazolam","596","Drug","RxNorm"
"288",20501,35604901,"brivaracetam","1739745","Drug","RxNorm"
"289",20501,1510417,"cannabidiol","2045371","Drug","RxNorm"
"290",20501,740275,"carbamazepine","2002","Drug","RxNorm"
"291",20501,37497998,"cenobamate","2265690","Drug","RxNorm"
"292",20501,19050832,"clobazam","21241","Drug","RxNorm"
"293",20501,798874,"clonazepam","2598","Drug","RxNorm"
"294",20501,723013,"diazepam","3322","Drug","RxNorm"
"295",20501,44507780,"eslicarbazepine","1482502","Drug","RxNorm"
"296",20501,750119,"ethosuximide","4135","Drug","RxNorm"
"297",20501,19011440,"everolimus","141704","Drug","RxNorm"
"298",20501,40239995,"ezogabine","1112990","Drug","RxNorm"
"299",20501,795661,"felbamate","24812","Drug","RxNorm"
"300",20501,713192,"fosphenytoin","72236","Drug","RxNorm"
"301",20501,797399,"gabapentin","25480","Drug","RxNorm"
"302",20501,780003,"ganaxolone","2604689","Drug","RxNorm"
"303",20501,19087394,"lacosamide","623400","Drug","RxNorm"
"304",20501,705103,"lamotrigine","28439","Drug","RxNorm"
"305",20501,711584,"levetiracetam","114477","Drug","RxNorm"
"306",20501,791967,"lorazepam","6470","Drug","RxNorm"
"307",20501,708298,"midazolam","6960","Drug","RxNorm"
"308",20501,718122,"oxcarbazepine","32624","Drug","RxNorm"
"309",20501,42904177,"perampanel","1356552","Drug","RxNorm"
"310",20501,734275,"phenobarbital","8134","Drug","RxNorm"
"311",20501,740910,"phenytoin","8183","Drug","RxNorm"
"312",20501,734354,"pregabalin","187832","Drug","RxNorm"
"313",20501,751347,"primidone","8691","Drug","RxNorm"
"314",20501,19006586,"rufinamide","69036","Drug","RxNorm"
"315",20501,35200286,"stiripentol","2054968","Drug","RxNorm"
"316",20501,45775760,"suvorexant","1547099","Drug","RxNorm"
"317",20501,715458,"tiagabine","31914","Drug","RxNorm"
"318",20501,742267,"topiramate","38404","Drug","RxNorm"
"319",20501,745466,"valproate","40254","Drug","RxNorm"
"320",20501,19020002,"vigabatrin","14851","Drug","RxNorm"
"321",20501,744798,"zonisamide","39998","Drug","RxNorm"
"322",20501,380378,"Epilepsy","84757009","Condition","SNOMED"
"323",20501,4029498,"Seizure disorder","128613002","Condition","SNOMED"
"324",20501,4216211,"Aicardi's syndrome","80651009","Condition","SNOMED"
"325",20501,4202330,"Alcohol withdrawal-induced convulsion","308742005","Condition","SNOMED"
"326",20501,37018623,"Complex partial seizure of temporal lobe","84191000119107","Condition","SNOMED"
"327",20501,380533,"Convulsions in the newborn","87476004","Condition","SNOMED"
"328",20501,36676367,"Cyclin-dependent kinase-like 5 deficiency","773230003","Condition","SNOMED"
"329",20501,4098316,"Dissociative convulsions","191714002","Condition","SNOMED"
"330",20501,443700,"Eclampsia","15938005","Condition","SNOMED"
"331",20501,4034096,"Eclampsia in labor","237283007","Condition","SNOMED"
"332",20501,137613,"Eclampsia in pregnancy","198992004","Condition","SNOMED"
"333",20501,4116344,"Eclampsia in puerperium","303063000","Condition","SNOMED"
"334",20501,4058536,"Eclampsia with postnatal complication","198993009","Condition","SNOMED"
"335",20501,4203424,"Hypoglycemia-induced convulsion","308680003","Condition","SNOMED"
"336",20501,44811346,"Non-epileptic attack disorder","864171000000103","Condition","SNOMED"
"337",20501,45765412,"Pitt-Hopkins syndrome","702344008","Condition","SNOMED"
"338",20501,4041672,"Rasmussen syndrome","230191005","Condition","SNOMED"
"339",20501,37208117,"Recurrent seizure","460731000124105","Condition","SNOMED"
"340",20501,4306496,"Refractory infantile spasms","422527005","Condition","SNOMED"
"341",20501,36683256,"SYNGAP1-related intellectual disability","780827006","Condition","SNOMED"
"342",20501,37110470,"Seizure co-occurrent and due to psychoactive substance withdrawal","724727001","Condition","SNOMED"
"343",20501,37165527,"Seizure co-occurrent and due to substance withdrawal","1254960008","Condition","SNOMED"
